sample_id,layer,grid_h,grid_w,bbox,ratio,attention_difference,target_coverage,target_center_hit,center_distance,prediction,answer,correct,raw_response,elapsed_s
synthetic/016_small_low_contrast,18,12,20,0 638 224 862,1.0,20.012612209,1.000000000,1,0.003021459,9RMY,9RMY,1,9RMY,0.269101
synthetic/016_small_low_contrast,19,12,20,0 638 224 862,1.0,33.059973602,1.000000000,1,0.003021459,9RMY,9RMY,1,9RMY,0.272812
synthetic/016_small_low_contrast,20,12,20,0 638 224 862,1.0,61.714151924,1.000000000,1,0.003021459,9RMY,9RMY,1,9RMY,0.322612
synthetic/016_small_low_contrast,21,12,20,0 638 224 862,1.0,24.543221742,1.000000000,1,0.003021459,9RMY,9RMY,1,9RMY,0.226261
synthetic/016_small_low_contrast,22,12,20,0 638 224 862,1.0,8.836849426,1.000000000,1,0.003021459,9RMY,9RMY,1,9RMY,0.425565
synthetic/016_small_low_contrast,23,12,20,768 721 992 945,1.0,24.261812029,0.000000000,0,0.409897391,1111,9RMY,0,1111,0.353520
synthetic/016_small_low_contrast,24,12,20,0 554 224 778,1.0,21.081554664,1.000000000,1,0.047441567,9RMY,9RMY,1,9RMY,0.249127
synthetic/016_small_low_contrast,25,12,20,768 721 992 945,1.0,21.198668082,0.000000000,0,0.409897391,1111,9RMY,0,1111,0.307403
synthetic/016_small_low_contrast,26,12,20,768 721 992 945,1.0,12.211682016,0.000000000,0,0.409897391,1111,9RMY,0,1111,0.262291
synthetic/016_small_low_contrast,27,12,20,1248 304 1472 528,1.0,1.283923425,0.000000000,0,0.686243336,VXP4,9RMY,0,VXP4,0.305530
synthetic/017_small_low_contrast,0,12,20,1008 387 1232 611,1.0,0.465221533,0.000000000,0,0.560239841,YFPB,D5LF,0,YFPB,0.249594
synthetic/017_small_low_contrast,1,12,20,928 554 1152 778,1.0,0.129753796,0.000000000,0,0.554564942,YFPB,D5LF,0,YFPB,0.265068
synthetic/017_small_low_contrast,2,12,20,1008 221 1232 445,1.0,0.668662712,0.000000000,0,0.540714909,YFPB,D5LF,0,YFPB,0.274790
synthetic/017_small_low_contrast,3,12,20,928 554 1152 778,1.0,0.176106828,0.000000000,0,0.554564942,YFPB,D5LF,0,YFPB,0.252473
synthetic/017_small_low_contrast,4,12,20,608 0 832 224,1.0,0.176354704,0.000000000,0,0.325374676,YFPB,D5LF,0,YFPB,0.240789
synthetic/017_small_low_contrast,5,12,20,1026 407 1294 675,1.2,0.471556131,0.000000000,0,0.587278646,YFPB,D5LF,0,YFPB,0.240901
synthetic/017_small_low_contrast,6,12,20,528 387 752 611,1.0,0.551304063,0.000000000,0,0.326133503,YFPB,D5LF,0,YFPB,0.234930
synthetic/017_small_low_contrast,7,12,20,848 221 1072 445,1.0,0.187994589,0.000000000,0,0.456970514,YFPB,D5LF,0,YFPB,0.228582
synthetic/017_small_low_contrast,8,12,20,48 471 272 695,1.0,0.593374178,0.000000000,0,0.212301791,YFPB,D5LF,0,YFPB,0.264822
synthetic/017_small_low_contrast,9,12,20,848 304 1072 528,1.0,0.155375733,0.000000000,0,0.466513635,YFPB,D5LF,0,YFPB,0.233888
synthetic/017_small_low_contrast,10,12,20,928 304 1152 528,1.0,0.357746585,0.000000000,0,0.507555416,YFPB,D5LF,0,YFPB,0.245092
synthetic/017_small_low_contrast,11,12,20,1248 471 1472 695,1.0,4.857159801,0.000000000,0,0.694936845,5DFY,D5LF,0,5DFY,0.242266
synthetic/017_small_low_contrast,12,12,20,1248 471 1472 695,1.0,1.263866250,0.000000000,0,0.694936845,5DFY,D5LF,0,5DFY,0.265910
synthetic/017_small_low_contrast,13,12,20,1248 776 1472 1000,1.0,25.129416129,0.000000000,0,0.759722839,YFPB,D5LF,0,YFPB,0.325428
synthetic/017_small_low_contrast,14,12,20,208 638 432 862,1.0,2.338290070,0.000000000,0,0.319123844,YFPB,D5LF,0,YFPB,0.231660
synthetic/017_small_low_contrast,15,12,20,768 638 992 862,1.0,2.251709434,0.000000000,0,0.505806315,YFPB,D5LF,0,YFPB,0.270887
synthetic/017_small_low_contrast,16,12,20,1248 138 1472 362,1.0,27.432743661,0.000000000,0,0.663115413,YFPB,D5LF,0,YFPB,0.253005
synthetic/017_small_low_contrast,17,12,20,768 721 992 945,1.0,15.152477089,0.000000000,0,0.533007816,YFPB,D5LF,0,YFPB,0.256280
synthetic/017_small_low_contrast,18,12,20,288 554 512 778,1.0,27.872221998,0.000000000,0,0.297314998,YFPB,D5LF,0,YFPB,0.252712
synthetic/017_small_low_contrast,19,12,20,288 554 512 778,1.0,67.541721753,0.000000000,0,0.297314998,YFPB,D5LF,0,YFPB,0.304914
synthetic/017_small_low_contrast,20,12,20,768 721 992 945,1.0,23.281758033,0.000000000,0,0.533007816,YFPB,D5LF,0,YFPB,0.240490
synthetic/017_small_low_contrast,21,12,20,288 554 512 778,1.0,13.844567681,0.000000000,0,0.297314998,YFPB,D5LF,0,YFPB,0.265321
synthetic/017_small_low_contrast,22,12,20,768 638 992 862,1.0,21.008875938,0.000000000,0,0.505806315,YFPB,D5LF,0,YFPB,0.265081
synthetic/017_small_low_contrast,23,12,20,1266 241 1534 509,1.2,34.791330720,0.000000000,0,0.690773972,YFPB,D5LF,0,YFPB,0.266303
synthetic/017_small_low_contrast,24,12,20,1248 221 1472 445,1.0,29.631989279,0.000000000,0,0.666831873,YFPB,D5LF,0,YFPB,0.251417
synthetic/017_small_low_contrast,25,12,20,288 554 512 778,1.0,32.513923200,0.000000000,0,0.297314998,YFPB,D5LF,0,YFPB,0.257659
synthetic/017_small_low_contrast,26,12,20,288 554 512 778,1.0,26.957059977,0.000000000,0,0.297314998,YFPB,D5LF,0,YFPB,0.266723
synthetic/017_small_low_contrast,27,12,20,1168 387 1392 611,1.0,1.533595074,0.000000000,0,0.641717433,5DFY,D5LF,0,5DFY,0.251003
